IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,BYRNO,VehBCost,IsOnlineSale,WarrantyCost
0,2/18/2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,GREEN,AUTO,81658,AMERICAN,MEDIUM,GM,4327,5065,5173,5970,5014,6103,5915,7091,20833,5970,0,1113
1,03-11-2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,BEIGE,AUTO,80062,AMERICAN,MEDIUM,GM,3629,4542,4419,5405,4013,5313,4834,,8655,3610,0,1243
0,08-03-2010,MANHEIM,2008,2,NISSAN,ALTIMA,Bas,4D SEDAN,WHITE,AUTO,83660,TOP LINE ASIAN,MEDIUM,OTHER,12956,14508,17002,18392,12702,14237,,18094,21973,9570,0,723
0,10-12-2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,WHITE,AUTO,78477,AMERICAN,MEDIUM,GM,5321,6571,8644,9999,,6098,7856,9138,20928,6535,0,1272
0,10/19/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LS,BLUE,AUTO,82171,AMERICAN,MEDIUM,GM,5116,6245,8351,9652,5034,6237,8064,9391,20928,6535,0,1373
0,10/19/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,78296,TOP LINE ASIAN,MEDIUM,OTHER,,7330,9087,10995,5968,,8875,10620,19619,8450,0,686
0,10/19/2010,MANHEIM,2003,7,NISSAN,ALTIMA,Bas,4D SEDAN S,GREEN,AUTO,72173,TOP LINE ASIAN,MEDIUM,OTHER,4031,5149,7168,8443,3899,4926,7135,8443,20928,7135,0,986
0,10/26/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,AUTO,67750,AMERICAN,MEDIUM,CHRYSLER,6657,7881,10401,,6739,7986,10479,11741,20928,7450,0,825
0,10/26/2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,69025,AMERICAN,MEDIUM,CHRYSLER,5995,7320,9983,10819,5764,6905,9005,10278,20740,6585,0,825
1,11-02-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,AUTO,78681,AMERICAN,MEDIUM,CHRYSLER,6628,7865,10443,11350,6645,,10481,11465,5546,6070,0,920
0,11-02-2010,MANHEIM,2005,5,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,GOLD,AUTO,70213,AMERICAN,COMPACT,GM,3029,4016,6201,6918,3067,4056,5734,7093,19638,4760,0,1155
0,11-09-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,RED,AUTO,66777,AMERICAN,MEDIUM,CHRYSLER,5678,6905,,10524,6586,7986,10177,11216,5546,6370,0,825
0,11-09-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,MANUAL,39524,AMERICAN,MEDIUM,CHRYSLER,6460,7690,10084,11301,6755,8075,10292,11311,5546,6370,0,642
0,2/19/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,BLACK,AUTO,44714,AMERICAN,MEDIUM,GM,6142,7215,7133,8292,6399,7229,7411,8307,20928,6440,0,764
0,2/26/2009,MANHEIM,2004,5,PONTIAC,GRAND AM 4C 2.2L I4,SE,4D SEDAN SE,BLUE,AUTO,48857,AMERICAN,MEDIUM,GM,3950,4999,4766,5899,,,,,16044,5000,0,1046
0,03-12-2009,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,SILVER,AUTO,88277,AMERICAN,MEDIUM,GM,3082,3973,3829,4791,5516,6365,6457,7374,16044,4500,0,2712
0,03-12-2009,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,WHITE,AUTO,91080,AMERICAN,MEDIUM,GM,3082,3973,3829,4791,2673,3590,3387,4377,16044,3990,0,2939
0,07-02-2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,70534,AMERICAN,MEDIUM,GM,6408,7588,7421,8695,6685,8129,7720,9279,16044,6515,0,1038
0,07-02-2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,WHITE,AUTO,81147,AMERICAN,MEDIUM,GM,6325,7698,7331,,6918,8067,7971,9212,16044,6415,0,1113
0,07-02-2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,71153,AMERICAN,MEDIUM,GM,6408,7588,7421,8695,,7783,7691,8906,16044,6715,0,1038
0,07-09-2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,GOLD,AUTO,78452,AMERICAN,MEDIUM,GM,6325,7698,7331,8814,6662,8046,7695,9190,16044,6500,0,1038
0,7/16/2009,MANHEIM,2007,2,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,SILVER,AUTO,81636,AMERICAN,MEDIUM,GM,6939,8073,7994,9219,6908,8019,7961,9161,16044,5415,0,853
0,7/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GOLD,AUTO,76401,AMERICAN,MEDIUM,GM,6408,7588,7421,8695,6408,7588,7421,8695,16044,6500,0,1038
1,7/23/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,WHITE,AUTO,81653,AMERICAN,MEDIUM,GM,4883,6288,5774,7291,4947,6447,5843,7463,16044,5000,0,1113
1,7/30/2009,MANHEIM,2004,5,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,SILVER,AUTO,71185,AMERICAN,MEDIUM,GM,3496,,4276,5985,3311,4727,4076,5605,16044,4200,0,1155
1,08-06-2009,MANHEIM,2003,6,NISSAN,PATHFINDER 4WD V6 3.,LE,4D SPORT UTILITY LE,SILVER,AUTO,53166,TOP LINE ASIAN,MEDIUM SUV,OTHER,6813,7981,7858,9119,6829,7974,7875,9112,20740,9030,0,1220
0,8/13/2009,MANHEIM,2002,7,NISSAN,PATHFINDER 4WD V6 MF,SE,4D SPORT UTILITY LE,SILVER,AUTO,83192,TOP LINE ASIAN,MEDIUM SUV,OTHER,6139,7006,7130,8066,,6937,6894,7992,16044,7655,0,1543
1,8/20/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,WHITE,AUTO,78048,AMERICAN,MEDIUM,CHRYSLER,4501,5727,5361,6685,4161,5107,7118,8102,20740,6140,0,1155
1,12/17/2009,MANHEIM,2005,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLUE,AUTO,78276,AMERICAN,MEDIUM SUV,GM,7609,9617,11584,14641,7244,8988,,13600,21973,8275,0,1974
0,1/21/2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,BLACK,AUTO,44239,AMERICAN,MEDIUM,CHRYSLER,6817,8058,10177,11186,6504,,10705,11511,16044,7255,0,693
1,02-04-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON,SILVER,AUTO,58571,AMERICAN,MEDIUM,CHRYSLER,6825,8014,10771,11781,7304,8535,,11722,19619,6215,0,754
0,2/18/2010,MANHEIM,2003,7,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,GOLD,AUTO,81396,AMERICAN,MEDIUM SUV,GM,5478,6786,9093,10757,5731,7319,9418,10930,16044,7555,0,2452
0,2/25/2010,MANHEIM,2006,4,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,WHITE,AUTO,69855,AMERICAN,MEDIUM,GM,6591,7893,10707,11805,6601,7995,10294,11530,16044,7720,0,1118
0,2/25/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN,MAROON,AUTO,52562,TOP LINE ASIAN,MEDIUM,OTHER,8943,10383,12594,13682,8012,9717,,13102,20740,9795,0,588
1,2/25/2010,MANHEIM,2004,6,HYUNDAI,SANTA FE 4WD V6,GLS,4D CUV 2.7L GLS,SILVER,AUTO,67934,OTHER ASIAN,MEDIUM SUV,OTHER,6250,7517,9670,12054,,6975,9367,10487,20740,7675,0,1020
0,2/25/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,RED,AUTO,77781,AMERICAN,MEDIUM,CHRYSLER,7691,9096,11084,12392,7709,9098,11150,12311,52117,6640,0,920
1,2/25/2010,MANHEIM,2003,7,CHEVROLET,CAVALIER 4C,Bas,2D COUPE,GOLD,AUTO,67562,AMERICAN,COMPACT,GM,2239,,4756,6105,3048,4084,5553,6788,20740,4640,0,1320
0,07-08-2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,RED,AUTO,73225,AMERICAN,MEDIUM,GM,5426,6658,,10079,4922,6196,8101,9529,19619,6215,0,1272
0,7/15/2010,MANHEIM,2002,8,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,RED,AUTO,93533,AMERICAN,MEDIUM SUV,GM,4688,6071,8507,9995,4639,6378,8214,10458,16044,7220,0,2651
0,7/22/2010,MANHEIM,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,SILVER,AUTO,74221,AMERICAN,MEDIUM SUV,GM,7935,9707,12274,13913,6834,8584,10878,12825,99750,8000,0,1974
0,7/22/2010,MANHEIM,2003,7,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLUE,AUTO,40090,AMERICAN,MEDIUM SUV,GM,5794,7272,9323,11322,5691,7390,9391,11116,99750,8000,0,1628
0,7/29/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,MAROON,AUTO,85384,AMERICAN,MEDIUM,GM,5097,6311,8411,9690,,6185,8487,9633,16044,6815,0,1373
0,08-12-2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,67124,TOP LINE ASIAN,MEDIUM,OTHER,10502,12190,14371,15867,9189,10627,12695,14168,52646,10140,0,630
0,8/19/2010,MANHEIM,2002,8,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLUE,AUTO,66714,AMERICAN,MEDIUM SUV,GM,5290,7101,8770,10546,4639,6378,8214,,99750,7000,0,2003
0,8/26/2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,BLACK,AUTO,97495,AMERICAN,MEDIUM SUV,GM,9639,12079,13987,16483,9096,11068,,15286,99750,8000,0,2351
0,5/19/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,WHITE,AUTO,55725,AMERICAN,MEDIUM,GM,6311,,7316,8546,6311,7450,7316,8546,99750,7000,0,837
0,6/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,SILVER,AUTO,73602,AMERICAN,MEDIUM,GM,6311,7450,7316,,6311,7450,7316,8546,99750,6800,0,1038
0,6/16/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,51833,AMERICAN,MEDIUM,GM,4123,5657,4953,6610,4706,6264,5582,7265,99750,5600,0,920
0,6/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,RED,AUTO,75077,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6658,7783,7691,8906,99750,6600,0,1038
0,6/16/2009,MANHEIM,2006,3,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,GREY,AUTO,69573,AMERICAN,MEDIUM,GM,6311,7450,7316,8546,6658,7783,7691,8906,99750,6500,0,923
0,05-06-2009,MANHEIM,2004,5,SATURN,VUE 2WD 4C 2.2L I-4,,4D CUV 2.2L,BLACK,AUTO,66990,AMERICAN,MEDIUM SUV,GM,3971,,4789,6126,,5209,,6126,17212,7185,0,1411
0,5/20/2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Bas,4D SEDAN,WHITE,AUTO,82747,AMERICAN,MEDIUM,GM,4905,6321,5797,7327,,6321,5797,7327,19064,5110,0,1113
0,06-10-2009,MANHEIM,2007,2,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,57957,AMERICAN,MEDIUM,CHRYSLER,8268,9772,9429,11054,8268,9772,9429,,22808,6125,0,754
0,6/17/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN SXT,BEIGE,AUTO,87781,AMERICAN,MEDIUM,CHRYSLER,4297,5635,5141,6586,4140,5505,4971,,8655,4910,0,1243
0,09-09-2009,MANHEIM,2003,6,CHEVROLET,MALIBU V6 3.1L V6 SF,Bas,4D SEDAN,SILVER,AUTO,67160,AMERICAN,MEDIUM,GM,2339,3313,3026,4078,2121,,2791,3805,20207,4260,0,2198
1,9/23/2009,MANHEIM,2005,4,NISSAN,MURANO 2WD V6 3.5L V,SE,4D SPORT UTILITY SL,SILVER,AUTO,73842,TOP LINE ASIAN,MEDIUM SUV,OTHER,12484,14154,13983,15786,11176,12994,12570,14534,17212,11260,0,1272
0,10/21/2009,MANHEIM,2007,2,CHEVROLET,MALIBU 4C 2.2L I4 MP,LS,4D SEDAN LS,GOLD,AUTO,50609,AMERICAN,MEDIUM,GM,6767,8099,7808,9247,7281,8536,10281,12032,20833,6825,0,837
0,10/23/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,GREEN,AUTO,53671,AMERICAN,MEDIUM,CHRYSLER,4786,6241,5669,7240,4690,5635,7771,9125,8655,6100,0,920
0,10/28/2009,MANHEIM,2006,3,NISSAN,ALTIMA,SE,4D SEDAN S,BLACK,AUTO,75054,TOP LINE ASIAN,MEDIUM,OTHER,9685,11644,10960,13076,9905,,13556,15832,20207,8440,0,686
0,10/28/2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN SXT,GREEN,AUTO,77951,AMERICAN,MEDIUM,CHRYSLER,4493,5882,5352,6853,3715,4706,6966,8091,17212,5470,0,1155
0,11-11-2009,MANHEIM,2005,4,ISUZU,ASCENDER 2WD 6C,S,SPORT UTILITY,SILVER,AUTO,65937,OTHER ASIAN,MEDIUM SUV,OTHER,7524,9738,,11017,7428,8659,10826,11981,20207,9085,0,1020
0,11-11-2009,MANHEIM,2005,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,OTHER,AUTO,75372,TOP LINE ASIAN,MEDIUM,OTHER,6271,,7273,8697,6732,8013,9946,11298,19064,6825,0,686
0,01-06-2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,SILVER,AUTO,66179,AMERICAN,MEDIUM,GM,4695,5847,7810,9299,5385,6812,8478,10058,25100,6670,0,1118
0,01-06-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,RED,AUTO,78305,AMERICAN,MEDIUM,CHRYSLER,7128,8627,11068,12338,7426,8876,,12253,25100,6325,0,920
0,1/13/2010,MANHEIM,2007,3,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,RED,AUTO,60407,AMERICAN,MEDIUM,GM,6201,7296,9447,11116,8071,9441,11978,13696,22808,6870,0,1118
0,1/20/2010,MANHEIM,2005,5,NISSAN,ALTIMA,S,4D SEDAN S,RED,AUTO,81967,TOP LINE ASIAN,MEDIUM,OTHER,6499,8139,10308,12111,7338,8880,10739,12157,20833,7685,0,723
0,1/20/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,90982,TOP LINE ASIAN,MEDIUM,OTHER,6045,7372,9808,11267,6669,8037,,11683,20833,6670,0,765
0,1/20/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,YELLOW,AUTO,61633,AMERICAN,MEDIUM,CHRYSLER,7119,8527,10423,11568,7709,9098,11150,12311,22808,8340,0,825
0,1/20/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,62593,TOP LINE ASIAN,MEDIUM,OTHER,9148,10551,14133,16301,9611,11074,12715,14169,22808,8340,0,630
0,1/27/2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,76215,TOP LINE ASIAN,MEDIUM,OTHER,10425,12072,14315,16278,10912,12713,15668,18254,52117,8385,0,686
0,1/27/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,79566,TOP LINE ASIAN,MEDIUM,OTHER,9197,10605,12880,14403,9517,10994,12622,14089,17212,7740,0,686
0,2/17/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GOLD,AUTO,63271,AMERICAN,MEDIUM,GM,5303,6665,8812,10230,5159,6307,8818,10781,17212,7785,0,1118
0,03-03-2010,MANHEIM,2005,5,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,WHITE,AUTO,80823,AMERICAN,COMPACT,GM,3370,4285,6415,7281,2952,3973,5512,,20207,4460,0,1243
0,03-03-2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,75510,TOP LINE ASIAN,MEDIUM,OTHER,9741,10985,13232,14670,9255,10922,12681,14084,22808,8040,0,686
0,03-10-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON SE,BLUE,AUTO,45759,AMERICAN,MEDIUM,CHRYSLER,7060,8390,10564,11861,6531,7543,10307,11213,25100,7840,0,693
0,3/17/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,68510,TOP LINE ASIAN,MEDIUM,OTHER,9915,11144,13369,14361,9171,10855,12867,14147,20207,8240,0,630
0,3/17/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,SILVER,AUTO,76111,TOP LINE ASIAN,MEDIUM,OTHER,9915,11144,,14361,8608,10326,12272,14226,20207,8440,0,686
0,3/24/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,WHITE,AUTO,74895,TOP LINE ASIAN,MEDIUM,OTHER,9871,11175,13204,14596,8688,10432,12359,,22808,8340,0,686
0,3/24/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BLACK,AUTO,83426,TOP LINE ASIAN,MEDIUM,OTHER,9871,11175,13204,14596,9005,10715,12535,14079,22808,7540,0,723
0,3/24/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,SILVER,AUTO,70389,TOP LINE ASIAN,MEDIUM,OTHER,9871,11175,13204,14596,,10715,12535,,22808,8540,0,686
0,3/26/2010,MANHEIM,2005,5,ISUZU,ASCENDER 2WD 6C,S,SPORT UTILITY,WHITE,AUTO,45295,OTHER ASIAN,MEDIUM SUV,OTHER,7495,8692,10873,12007,7453,9353,10632,12296,20833,8650,0,834
1,3/31/2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON SE,BLUE,AUTO,71579,AMERICAN,MEDIUM,CHRYSLER,6612,,10085,,5435,6665,9230,10352,22808,7025,0,920
0,3/31/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BLUE,AUTO,76575,TOP LINE ASIAN,MEDIUM,OTHER,9856,11188,13372,15086,8592,10342,,15105,22808,8540,0,686
0,05-12-2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN S,OTHER,AUTO,77793,TOP LINE ASIAN,MEDIUM,OTHER,12459,13921,17048,19049,11795,13198,16618,18595,19064,10495,0,686
0,05-12-2010,MANHEIM,2006,4,ISUZU,ASCENDER 2WD 6C,LS,SPORT UTILITY,BLUE,AUTO,54197,OTHER ASIAN,MEDIUM SUV,OTHER,8829,10006,12443,13455,7274,8891,,,20833,8140,0,920
1,05-12-2010,MANHEIM,2007,3,DODGE,CALIBER,Bas,4D WAGON SE,SILVER,AUTO,75935,AMERICAN,MEDIUM,CHRYSLER,6481,,10546,11255,5435,,9230,10352,19064,6525,0,920
0,5/14/2010,MANHEIM,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,GREEN,AUTO,74072,AMERICAN,MEDIUM,GM,5651,6974,9054,10394,4804,6059,8054,9239,8655,5750,0,1272
0,5/20/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,MANUAL,65155,TOP LINE ASIAN,MEDIUM,OTHER,,7537,9767,11388,5487,6783,,10673,20207,8085,0,630
0,5/20/2010,MANHEIM,2003,7,HONDA,ELEMENT 4WD,EX,4D SPORT UTILITY EX,SILVER,AUTO,82002,TOP LINE ASIAN,SMALL SUV,OTHER,6995,8693,9999,11475,6019,7443,9216,10700,8655,8485,0,1023
0,5/26/2010,MANHEIM,2007,3,DODGE,CALIBER,R/T,4D WAGON R/T AWD,BLACK,AUTO,60584,AMERICAN,MEDIUM,CHRYSLER,10096,11985,13591,15408,,12430,13740,16330,20833,7685,0,1313
1,5/26/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,RED,MANUAL,61224,TOP LINE ASIAN,MEDIUM,OTHER,8748,10509,12146,14048,8410,10270,11889,13453,8655,8185,0,630
0,5/26/2010,MANHEIM,2008,2,DODGE,CALIBER,SE,4D WAGON,BLACK,AUTO,42359,AMERICAN,MEDIUM,CHRYSLER,7667,8353,11327,,7634,8544,11123,12032,20833,7185,0,693
0,06-02-2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,RED,AUTO,86790,TOP LINE ASIAN,MEDIUM,OTHER,6323,,9736,11293,5344,6612,8415,10205,25100,6470,0,723
0,06-02-2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,RED,MANUAL,58894,TOP LINE ASIAN,MEDIUM,OTHER,6323,7668,9736,11293,5762,7134,9724,,25100,7640,0,588
0,06-11-2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,73520,AMERICAN,MEDIUM,CHRYSLER,7140,,10981,12348,6998,,10912,11939,17212,7250,0,920
0,06-11-2010,MANHEIM,2006,4,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,WHITE,AUTO,73133,AMERICAN,MEDIUM,GM,6223,7809,9932,11449,6095,7777,9681,11269,17212,7250,0,1272
0,6/16/2010,MANHEIM,2006,4,NISSAN,ALTIMA,SE,4D SEDAN SE,GREY,AUTO,75350,TOP LINE ASIAN,MEDIUM,OTHER,9766,11922,12772,14419,,9595,12098,13628,19064,8340,0,686
0,6/23/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,ORANGE,AUTO,78000,AMERICAN,MEDIUM,CHRYSLER,,8760,10871,12263,7058,8465,10628,11844,20833,6725,0,920
0,6/23/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BEIGE,MANUAL,78678,TOP LINE ASIAN,MEDIUM,OTHER,6197,7679,9952,11412,5637,6969,9360,10802,25100,6970,0,686
0,6/25/2010,MANHEIM,2006,4,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L,GOLD,AUTO,78807,AMERICAN,MEDIUM SUV,GM,9791,11971,,16271,9242,11479,13549,15637,22808,8250,0,1974
0,6/30/2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,69573,TOP LINE ASIAN,MEDIUM,OTHER,11107,,15649,18040,10736,12440,14098,15997,25100,10050,0,630
0,6/30/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,WHITE,AUTO,67707,TOP LINE ASIAN,MEDIUM,OTHER,8619,10384,,15169,7158,8730,10476,11961,25100,8040,0,630
0,6/30/2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN,OTHER,AUTO,86678,TOP LINE ASIAN,MEDIUM,OTHER,5991,7138,,10831,5934,7048,9682,10888,25100,6725,0,723
0,6/30/2010,MANHEIM,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLACK,AUTO,72081,AMERICAN,MEDIUM,CHRYSLER,7180,8651,10921,12155,7106,8253,10655,11554,25100,6825,0,920
0,6/30/2010,MANHEIM,2007,3,NISSAN,ALTIMA,Bas,4D SEDAN,BLUE,AUTO,73665,TOP LINE ASIAN,MEDIUM,OTHER,11107,12804,15649,,10679,12409,14540,16458,25100,10250,0,686
0,07-07-2010,MANHEIM,2005,5,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,BLUE,AUTO,70765,TOP LINE ASIAN,MEDIUM,OTHER,5868,7267,9394,11090,5507,6781,9213,10390,20833,7640,0,686
0,7/14/2010,MANHEIM,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 S,GREY,AUTO,85568,TOP LINE ASIAN,MEDIUM,OTHER,8343,10177,11833,13375,7526,9138,11279,12603,17212,8440,0,723
0,7/21/2010,MANHEIM,2004,6,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,RED,AUTO,85268,AMERICAN,MEDIUM,GM,4245,5485,7448,8525,4308,5750,8117,9348,20833,6045,0,1373
0,7/28/2010,MANHEIM,2005,5,CHEVROLET,MALIBU MAXX V6,LS,4D SEDAN LS,WHITE,AUTO,48105,AMERICAN,MEDIUM,GM,5097,6311,8411,9690,5360,6595,8983,10116,20207,6825,0,905
0,7/28/2010,MANHEIM,2003,7,NISSAN,ALTIMA,Bas,4D SEDAN S,GREY,AUTO,86206,TOP LINE ASIAN,MEDIUM,OTHER,4233,5367,7240,8895,4325,5525,6946,8663,20207,7585,0,1023
0,03-03-2009,MANHEIM,2006,3,DODGE,STRATUS 4C 2.4L I4 S,SXT,4D SEDAN,WHITE,AUTO,71149,AMERICAN,MEDIUM,CHRYSLER,5141,6107,6052,7096,5372,6414,6302,7427,18881,5830,0,1155
0,03-03-2009,MANHEIM,2005,4,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,66723,AMERICAN,MEDIUM,GM,3939,4824,4754,5710,4073,5390,4899,6321,18111,4375,0,1020
0,03-10-2009,MANHEIM,2005,4,CHRYSLER,PT CRUISER 2.4L I4 D,Tou,2D CONVERTIBLE,BLACK,AUTO,60263,AMERICAN,MEDIUM,CHRYSLER,6017,,6998,,3986,5622,4805,6572,18111,7545,0,1313
